,accuracy,n_surf,score,n_eval
500,0.5,0,18.44919533401851,25
501,0.5,1,4.230596226938639,25
502,0.5,2,126.90352589339582,25
503,0.5,3,1.1945646874724587,25
504,0.5,4,586.8921689238313,25
505,0.5,5,4.550458644710912,25
506,0.5,6,0.7963956628535154,25
507,0.5,7,4.7743778474494425,25
508,0.5,8,0.7963956628535154,25
509,0.5,9,2.433422731601669,25
510,0.5,10,0.7963956628535154,25
511,0.5,11,77.21956036835336,25
512,0.5,12,6.622620164904134,25
513,0.5,13,114.5147208990448,25
514,0.5,14,0.6124679595839779,25
515,0.5,15,2.7061099195992506,25
516,0.5,16,1.7623700371053652,25
517,0.5,17,0.49578034864841264,25
518,0.5,18,1.3669360343314496,25
519,0.5,19,80.38157561473676,25
520,0.5,20,1.7623700371053652,25
521,0.5,21,2.094114912751235,25
522,0.5,22,0.7963956628535154,25
523,0.5,23,16.1359093026863,25
524,0.5,24,0.7836441158078113,25
525,0.5,25,1.2304477817738937,25
526,0.5,26,0.9998402208525861,25
527,0.5,27,0.9295738194164955,25
528,0.5,28,17.362566489198194,25
529,0.5,29,2.1233879318834155,25
530,0.5,30,59.06944359043726,25
531,0.5,31,1.6846984139207288,25
532,0.5,32,0.852555955778848,25
533,0.5,33,10.052460450453687,25
534,0.5,34,1.7623700371053652,25
535,0.5,35,4.623459584755928,25
536,0.5,36,5.765457255628429,25
537,0.5,37,88.40373166375534,25
538,0.5,38,1.1936511309815918,25
539,0.5,39,2.3748805210347386,25
540,0.5,40,1.7117560244303431,25
541,0.5,41,1.2260614661613805,25
542,0.5,42,1.7675817268172436,25
543,0.5,43,2.133314611164248,25
544,0.5,44,4.57828455069931,25
545,0.5,45,2.709587000823115,25
546,0.5,46,1.093332237196182,25
547,0.5,47,14.346407977522388,25
548,0.5,48,11.458957995218125,25
549,0.5,49,1.0373584399220057,25
550,0.5,50,0.7963956628535154,25
551,0.5,51,1.0277480111759727,25
552,0.5,52,1.69971611516202,25
553,0.5,53,1.5842469971797173,25
554,0.5,54,1.0215148065570414,25
555,0.5,55,4.2763155243487585,25
556,0.5,56,1.7623700371053652,25
557,0.5,57,4.740874733503281,25
558,0.5,58,1.7710919937771834,25
559,0.5,59,1.2411284903489834,25
560,0.5,60,2.634076753495823,25
561,0.5,61,3.7778630711328263,25
562,0.5,62,2.5903548991898253,25
563,0.5,63,2.9112044899761607,25
564,0.5,64,5.104391987856238,25
565,0.5,65,0.7793212515303573,25
566,0.5,66,2.821905702438266,25
567,0.5,67,4.711930598606249,25
568,0.5,68,29.545547768440446,25
569,0.5,69,1.5630213821467942,25
570,0.5,70,0.7963956628535154,25
571,0.5,71,1.1418262344084433,25
572,0.5,72,0.5514320672126669,25
573,0.5,73,1.3174412463307572,25
574,0.5,74,1.5101230839627398,25
575,0.5,75,2.3620257271844407,25
576,0.5,76,0.9570945911060516,25
577,0.5,77,853.4601655936615,25
578,0.5,78,10.407354444879802,25
579,0.5,79,200.34593263582917,25
580,0.5,80,2.6432862357350086,25
581,0.5,81,4.305351675001406,25
582,0.5,82,1.7623700371053652,25
583,0.5,83,0.815418143297213,25
584,0.5,84,19.372618887062597,25
585,0.5,85,14.032773320547498,25
586,0.5,86,2718.736389887571,25
587,0.5,87,26.925647907346175,25
588,0.5,88,1.4461539358631874,25
589,0.5,89,10.753178952907003,25
590,0.5,90,440.92828708363385,25
591,0.5,91,4.52638764019657,25
592,0.5,92,1.4857452251760654,25
593,0.5,93,1.7623700371053652,25
594,0.5,94,0.8103249637527971,25
595,0.5,95,1.662054373323439,25
596,0.5,96,2.740735502155826,25
597,0.5,97,1.1964051288380073,25
598,0.5,98,164.36328065501854,25
599,0.5,99,0.7963956628535154,25
600,0.4,0,3.8050499555607638,20
601,0.4,1,3.720771597434586,20
602,0.4,2,139.1038744289346,20
603,0.4,3,1.3914334953312986,20
604,0.4,4,730.1512943036802,20
605,0.4,5,3.969778655149676,20
606,0.4,6,0.6259073892983262,20
607,0.4,7,5.13037399787694,20
608,0.4,8,0.6259073892983262,20
609,0.4,9,2.6706478008327847,20
610,0.4,10,0.6259073892983262,20
611,0.4,11,96.19524102003223,20
612,0.4,12,7.81588930499951,20
613,0.4,13,138.27698051904062,20
614,0.4,14,0.47993206522271714,20
615,0.4,15,2.707411915973127,20
616,0.4,16,1.5833753571131388,20
617,0.4,17,0.3845228370692014,20
618,0.4,18,1.3078616840998307,20
619,0.4,19,84.76528803165083,20
620,0.4,20,1.5833753571131388,20
621,0.4,21,2.247331475628379,20
622,0.4,22,0.6259073892983262,20
623,0.4,23,10.687251593356983,20
624,0.4,24,0.6029026281583826,20
625,0.4,25,1.1171637645387462,20
626,0.4,26,0.957531034260034,20
627,0.4,27,0.8423808514240504,20
628,0.4,28,20.32416415821305,20
629,0.4,29,2.384787477913529,20
630,0.4,30,69.9920030424889,20
631,0.4,31,1.5033423577171547,20
632,0.4,32,0.705991164541076,20
633,0.4,33,11.831233368922641,20
634,0.4,34,1.5833753571131388,20
635,0.4,35,3.1367400878657326,20
636,0.4,36,6.856216570216011,20
637,0.4,37,103.84075190846193,20
638,0.4,38,0.9207915148455346,20
639,0.4,39,1.7834777151291714,20
640,0.4,40,1.9067892652703649,20
641,0.4,41,1.1017187379430466,20
642,0.4,42,1.588587046825017,20
643,0.4,43,1.968417518767809,20
644,0.4,44,5.20491795524541,20
645,0.4,45,2.9913733890674274,20
646,0.4,46,1.008906101179395,20
647,0.4,47,16.713168893338345,20
648,0.4,48,10.663785164954175,20
649,0.4,49,1.03608595187504,20
650,0.4,50,0.6259073892983262,20
651,0.4,51,0.8007529081746532,20
652,0.4,52,1.8444552240712304,20
653,0.4,53,1.4052523171874907,20
654,0.4,54,0.9356218958002052,20
655,0.4,55,3.653548429648237,20
656,0.4,56,1.5833753571131388,20
657,0.4,57,4.825121048316958,20
658,0.4,58,1.6483759317930187,20
659,0.4,59,1.1516687002266957,20
660,0.4,60,1.1530612385586236,20
661,0.4,61,3.46423806542978,20
662,0.4,62,2.4458265481742294,20
663,0.4,63,2.829173162654756,20
664,0.4,64,4.721057747274302,20
665,0.4,65,0.6217438174558254,20
666,0.4,66,2.9835318255759957,20
667,0.4,67,5.4812357019858045,20
668,0.4,68,29.74910411198319,20
669,0.4,69,1.3476981395615133,20
670,0.4,70,0.6259073892983262,20
671,0.4,71,0.8238127565489343,20
672,0.4,72,0.4142358910032188,20
673,0.4,73,1.4833759303691427,20
674,0.4,74,1.6210768625899725,20
675,0.4,75,2.5464120639607697,20
676,0.4,76,0.9105259436985549,20
677,0.4,77,953.082806946128,20
678,0.4,78,11.143498474820623,20
679,0.4,79,236.09485011493365,20
680,0.4,80,2.7047437266099084,20
681,0.4,81,3.695659793252859,20
682,0.4,82,1.5833753571131388,20
683,0.4,83,0.6708147038084115,20
684,0.4,84,17.39298150412614,20
685,0.4,85,14.181624937883157,20
686,0.4,86,3038.556976495042,20
687,0.4,87,31.037613855718917,20
688,0.4,88,1.2701919742722756,20
689,0.4,89,4.654359213613741,20
690,0.4,90,508.8501835548378,20
691,0.4,91,3.329317506140131,20
692,0.4,92,1.3070829511129174,20
693,0.4,93,1.5833753571131388,20
694,0.4,94,0.6561731957796131,20
695,0.4,95,1.7754476665170102,20
696,0.4,96,3.0200518705531447,20
697,0.4,97,1.2623607757685942,20
698,0.4,98,158.75741107685405,20
699,0.4,99,0.6259073892983262,20
700,0.3,0,3.2756028453898876,15
701,0.3,1,4.088784960485094,15
702,0.3,2,64.18094733855455,15
703,0.3,3,1.5401106661586046,15
704,0.3,4,104.36448604297642,15
705,0.3,5,4.403964239708156,15
706,0.3,6,0.6811713084759653,15
707,0.3,7,4.74768831103266,15
708,0.3,8,0.6811713084759653,15
709,0.3,9,3.4378830847494704,15
710,0.3,10,0.6811713084759653,15
711,0.3,11,127.28139570155037,15
712,0.3,12,9.110681297895292,15
713,0.3,13,111.81643721589275,15
714,0.3,14,0.5120306233303703,15
715,0.3,15,3.3146435435250168,15
716,0.3,16,1.6411588816161502,15
717,0.3,17,0.37483896015873613,15
718,0.3,18,1.3876674055569842,15
719,0.3,19,109.72615727306724,15
720,0.3,20,1.6411588816161502,15
721,0.3,21,2.548587435756294,15
722,0.3,22,0.6811713084759653,15
723,0.3,23,5.175862689762611,15
724,0.3,24,0.6559033553385177,15
725,0.3,25,1.169767811220254,15
726,0.3,26,0.9813407200118246,15
727,0.3,27,0.879854418489872,15
728,0.3,28,25.98438554802083,15
729,0.3,29,2.4015252161398544,15
730,0.3,30,80.95636097362488,15
731,0.3,31,1.3817863289562242,15
732,0.3,32,0.7510838948872735,15
733,0.3,33,12.57397001673816,15
734,0.3,34,1.6411588816161502,15
735,0.3,35,2.5014679801089708,15
736,0.3,36,6.855714651693147,15
737,0.3,37,29.71677700509513,15
738,0.3,38,0.9758563831957162,15
739,0.3,39,1.9232413222642577,15
740,0.3,40,2.2202418655692995,15
741,0.3,41,1.1661469508625049,15
742,0.3,42,1.6463705713280286,15
743,0.3,43,2.0273369100349186,15
744,0.3,44,4.563602423746744,15
745,0.3,45,2.910572539128201,15
746,0.3,46,1.1166109711194612,15
747,0.3,47,19.37040196168283,15
748,0.3,48,12.792414393747006,15
749,0.3,49,1.0597439465725484,15
750,0.3,50,0.6811713084759653,15
751,0.3,51,0.8701224103124044,15
752,0.3,52,2.0742088434885413,15
753,0.3,53,1.4630358416905023,15
754,0.3,54,0.9145207929854468,15
755,0.3,55,3.646890361187802,15
756,0.3,56,1.6411588816161502,15
757,0.3,57,4.587164949387654,15
758,0.3,58,2.0148560787409697,15
759,0.3,59,0.8403475292459814,15
760,0.3,60,1.3660167066914117,15
761,0.3,61,3.5591287476393068,15
762,0.3,62,2.4790438121748037,15
763,0.3,63,2.7120469421107107,15
764,0.3,64,5.412675845710528,15
765,0.3,65,0.6455056966390417,15
766,0.3,66,2.442829005406756,15
767,0.3,67,6.459954232376334,15
768,0.3,68,28.407280646713577,15
769,0.3,69,1.4141706956560016,15
770,0.3,70,0.6811713084759653,15
771,0.3,71,0.6544832361989082,15
772,0.3,72,0.4241783060183696,15
773,0.3,73,1.5761809755159357,15
774,0.3,74,1.741254676761913,15
775,0.3,75,2.5825021252322475,15
776,0.3,76,0.9758828468144183,15
777,0.3,77,1072.116959966282,15
778,0.3,78,12.44578878528257,15
779,0.3,79,243.2829951609114,15
780,0.3,80,2.6633694869878286,15
781,0.3,81,4.420380659932587,15
782,0.3,82,1.6411588816161502,15
783,0.3,83,0.7260103490768718,15
784,0.3,84,18.0642914684422,15
785,0.3,85,15.323895811639863,15
786,0.3,86,3887.87143045529,15
787,0.3,87,31.069685072183994,15
788,0.3,88,1.2944448077730402,15
789,0.3,89,4.4408335748116325,15
790,0.3,90,455.24213254366106,15
791,0.3,91,3.1724824616754344,15
792,0.3,92,1.376251006952434,15
793,0.3,93,1.6411588816161502,15
794,0.3,94,0.7096762497896537,15
795,0.3,95,2.1427531374197297,15
796,0.3,96,3.8091693745133615,15
797,0.3,97,1.2083614058168852,15
798,0.3,98,166.16656633838855,15
799,0.3,99,0.6811713084759653,15
800,0.2,0,2.595474958917722,10
801,0.2,1,3.130357422974608,10
802,0.2,2,76.09024454571825,10
803,0.2,3,1.5854561535121172,10
804,0.2,4,90.39367807882255,10
805,0.2,5,4.9430035435489135,10
806,0.2,6,0.7506835680143844,10
807,0.2,7,5.005845417075598,10
808,0.2,8,0.7506835680143844,10
809,0.2,9,0.907148241291227,10
810,0.2,10,0.7506835680143844,10
811,0.2,11,33.1153156651957,10
812,0.2,12,11.965544364743897,10
813,0.2,13,29.313478144143524,10
814,0.2,14,0.5737772681264935,10
815,0.2,15,2.0868479334232335,10
816,0.2,16,1.721992090193293,10
817,0.2,17,0.30980667298809916,10
818,0.2,18,1.1282808651557232,10
819,0.2,19,162.27400664160677,10
820,0.2,20,1.721992090193293,10
821,0.2,21,2.580053322028834,10
822,0.2,22,0.7506835680143844,10
823,0.2,23,5.044095167035633,10
824,0.2,24,0.7114523161928352,10
825,0.2,25,1.192916890754865,10
826,0.2,26,1.0784322278972287,10
827,0.2,27,0.9604882734252362,10
828,0.2,28,5.155004429615479,10
829,0.2,29,1.823186360850618,10
830,0.2,30,84.31474306997231,10
831,0.2,31,1.403200540295172,10
832,0.2,32,0.7677407364357539,10
833,0.2,33,3.4818258476434374,10
834,0.2,34,1.721992090193293,10
835,0.2,35,3.3798265798996026,10
836,0.2,36,7.589201533184317,10
837,0.2,37,12.399168650203363,10
838,0.2,38,1.0926728703410897,10
839,0.2,39,2.519778049956656,10
840,0.2,40,1.844444067860919,10
841,0.2,41,1.2724026654860316,10
842,0.2,42,1.7272037799051716,10
843,0.2,43,2.431218036215461,10
844,0.2,44,4.035449275897032,10
845,0.2,45,2.4545607535050444,10
846,0.2,46,1.2508050520700267,10
847,0.2,47,19.750709108475103,10
848,0.2,48,13.915232096401747,10
849,0.2,49,1.1357675689094686,10
850,0.2,50,0.7506835680143844,10
851,0.2,51,0.9452846446453309,10
852,0.2,52,1.9240719043808103,10
853,0.2,53,1.543869050267645,10
854,0.2,54,0.806304478981424,10
855,0.2,55,4.722420420834294,10
856,0.2,56,1.721992090193293,10
857,0.2,57,4.102519502467301,10
858,0.2,58,2.647657150452045,10
859,0.2,59,0.7609652653823672,10
860,0.2,60,1.8810835089669429,10
861,0.2,61,3.6023740438764316,10
862,0.2,62,1.9989403127606828,10
863,0.2,63,2.279492992489703,10
864,0.2,64,6.596914347512412,10
865,0.2,65,0.6708810195083131,10
866,0.2,66,2.601703929247833,10
867,0.2,67,5.8041638914134195,10
868,0.2,68,24.074317084235144,10
869,0.2,69,1.5326029871356872,10
870,0.2,70,0.7506835680143844,10
871,0.2,71,0.44379718948993896,10
872,0.2,72,0.44742224526859964,10
873,0.2,73,1.7880651921744775,10
874,0.2,74,1.8438759864087122,10
875,0.2,75,3.020652343888238,10
876,0.2,76,1.0078863751144993,10
877,0.2,77,1141.4063353268077,10
878,0.2,78,16.585801994920725,10
879,0.2,79,347.95654971532537,10
880,0.2,80,2.925042143586115,10
881,0.2,81,4.958046430709325,10
882,0.2,82,1.721992090193293,10
883,0.2,83,0.7937478062463353,10
884,0.2,84,19.375914977413935,10
885,0.2,85,14.700267639499675,10
886,0.2,86,5722.110394304624,10
887,0.2,87,32.029024460296924,10
888,0.2,88,1.2523993135505023,10
889,0.2,89,2.74516917443007,10
890,0.2,90,36.34452758664659,10
891,0.2,91,3.7619115088727257,10
892,0.2,92,1.3659113629475557,10
893,0.2,93,1.721992090193293,10
894,0.2,94,0.7411910331148762,10
895,0.2,95,2.1757773571319117,10
896,0.2,96,4.3468214816533095,10
897,0.2,97,1.056766907543416,10
898,0.2,98,183.74150644488796,10
899,0.2,99,0.7506835680143844,10
900,0.1,0,1.4060518371750725,5
901,0.1,1,4.260114749815459,5
902,0.1,2,91.81981262832113,5
903,0.1,3,1.9328783569739554,5
904,0.1,4,168.88475011495387,5
905,0.1,5,5.679381340119612,5
906,0.1,6,0.7267498059456272,5
907,0.1,7,4.980932447235619,5
908,0.1,8,0.7267498059456272,5
909,0.1,9,1.0204225521635881,5
910,0.1,10,0.7267498059456272,5
911,0.1,11,59.888589467942516,5
912,0.1,12,2.138094026315448,5
913,0.1,13,13.315597496888904,5
914,0.1,14,0.4761288057179319,5
915,0.1,15,2.6502875534073396,5
916,0.1,16,1.7267498059456272,5
917,0.1,17,0.08887604145780321,5
918,0.1,18,1.2982209002287475,5
919,0.1,19,4.182560074315488,5
920,0.1,20,1.7267498059456272,5
921,0.1,21,2.9130679980964596,5
922,0.1,22,0.7267498059456272,5
923,0.1,23,4.50985744235142,5
924,0.1,24,0.6916180945855439,5
925,0.1,25,1.1078935223044926,5
926,0.1,26,1.0870629107272713,5
927,0.1,27,0.7653239301228131,5
928,0.1,28,1.653211790782833,5
929,0.1,29,1.2666072910511752,5
930,0.1,30,32.40897197463259,5
931,0.1,31,1.063138178104825,5
932,0.1,32,0.7284536370552006,5
933,0.1,33,3.1745039107378927,5
934,0.1,34,1.7267498059456272,5
935,0.1,35,0.6013145605515862,5
936,0.1,36,6.831854629842328,5
937,0.1,37,23.65982539829919,5
938,0.1,38,1.0947889489739926,5
939,0.1,39,0.5135837614223508,5
940,0.1,40,2.597119123670174,5
941,0.1,41,1.2890177662941045,5
942,0.1,42,1.7319614956575058,5
943,0.1,43,1.4216022814589417,5
944,0.1,44,2.676986032603609,5
945,0.1,45,1.7264937457613279,5
946,0.1,46,0.7207196155250982,5
947,0.1,47,5.787811981044624,5
948,0.1,48,10.079792795029316,5
949,0.1,49,1.189814939203797,5
950,0.1,50,0.7267498059456272,5
951,0.1,51,0.9531886489992674,5
952,0.1,52,2.058301382964784,5
953,0.1,53,1.548626766019979,5
954,0.1,54,0.9824316567123343,5
955,0.1,55,1.0622540814499546,5
956,0.1,56,1.7267498059456272,5
957,0.1,57,4.650248463285829,5
958,0.1,58,0.8142689549480053,5
959,0.1,59,0.5566358733361332,5
960,0.1,60,2.7414944284842226,5
961,0.1,61,4.18369649326687,5
962,0.1,62,1.3253592885856318,5
963,0.1,63,1.2785771293102008,5
964,0.1,64,6.946779848423944,5
965,0.1,65,0.6873742277177393,5
966,0.1,66,3.4267594501517684,5
967,0.1,67,7.297066515342911,5
968,0.1,68,38.48960055220304,5
969,0.1,69,1.2704729515192625,5
970,0.1,70,0.7267498059456272,5
971,0.1,71,0.4721252022908109,5
972,0.1,72,0.34752493869049084,5
973,0.1,73,1.7331596596238725,5
974,0.1,74,1.4745012966732856,5
975,0.1,75,2.757038144808137,5
976,0.1,76,1.000029756967227,5
977,0.1,77,70.62410152332453,5
978,0.1,78,11.668669381380742,5
979,0.1,79,503.7867334855058,5
980,0.1,80,1.5727661884178161,5
981,0.1,81,3.3352507824275968,5
982,0.1,82,1.7267498059456272,5
983,0.1,83,0.7953305221734529,5
984,0.1,84,23.085754854022603,5
985,0.1,85,21.64762653613256,5
986,0.1,86,1961.760783875416,5
987,0.1,87,42.27558067463743,5
988,0.1,88,1.1076968602354493,5
989,0.1,89,0.5962387029786701,5
990,0.1,90,29.671660458128166,5
991,0.1,91,4.02811267248611,5
992,0.1,92,1.4362205243167794,5
993,0.1,93,1.7267498059456272,5
994,0.1,94,0.6887069502524003,5
995,0.1,95,2.376974109484159,5
996,0.1,96,3.864179171650414,5
997,0.1,97,0.859656052253694,5
998,0.1,98,135.02010851811218,5
999,0.1,99,0.7267498059456272,5
